0,5.3,0,
0.289073369,5.43762017,0,0.002890734
0.480690704,5.526982392,0,0.004806907
0.675708197,5.616035556,0,0.006757082
0.874233822,5.704761847,0,0.008742338
1.076378925,5.79314178,0,0.010763789
1.282258363,5.881154121,0,0.012822584
1.491990658,5.968775825,0,0.014919907
1.705698155,6.055981946,0,0.017056982
1.923507188,6.142745568,0,0.019235072
2.14554826,6.229037706,0,0.021455483
2.371956224,6.314827225,0,0.023719562
2.60287048,6.400080735,0,0.026028705
2.838435184,6.484762494,0,0.028384352
3.078799463,6.568834295,0,0.030787995
3.32411765,6.652255358,0,0.033241176
3.574549523,6.734982199,0,0.035745495
3.830260568,6.816968512,0,0.038302606
4.091422252,6.898165022,0,0.040914223
4.358212311,6.978519348,0,0.043582123
4.630815064,7.057975846,0,0.046308151
4.909421735,7.136475444,0,0.049094217
5.194230805,7.213955473,0,0.051942308
5.485448381,7.290349477,0,0.054854484
5.78328859,7.365587019,0,0.057832886
6.087973999,7.439593473,0,0.06087974
6.399736063,7.512289794,0,0.063997361
6.718815601,7.583592287,0,0.067188156
7.045463307,7.653412348,0,0.070454633
7.379940293,7.721656189,0,0.073799403
7.722518669,7.78822455,0,0.077225187
8.073482166,7.853012386,0,0.080734822
8.433126803,7.91590853,0,0.084331268
8.801761597,7.976795333,0,0.088017616
9.179709325,8.035548279,0,0.091797093
9.56730735,8.092035569,0,0.095673073
9.964908491,8.146117674,0,0.099649085
10.37288197,8.197646852,0,0.10372882
10.79161444,8.246466631,0,0.107916144
11.22151105,8.292411248,0,0.112215111
11.66299664,8.335305041,0,0.116629966
12.11651701,8.374961801,0,0.12116517
12.58254025,8.411184057,0,0.125825402
13.06155826,8.443762311,0,0.130615583
13.55408833,8.47247421,0,0.135540883
14.0606748,8.497083639,0,0.140606748
14.58189103,8.517339739,0,0.14581891
15.11834129,8.532975846,0,0.151183413
15.67066304,8.543708326,0,0.15670663
16.23952926,8.549235308,0,0.162395293